time,close,open,high,low
2022-05-23,1218.81,1240.71,1246.58,1207.99
2022-05-24,1233.38,1218.81,1233.38,1203.28
2022-05-25,1268.43,1233.38,1268.43,1233.38
2022-05-26,1268.57,1268.43,1278.11,1261.55
2022-05-27,1285.45,1268.57,1286.99,1268.57
2022-05-30,1293.92,1285.45,1296.22,1281.27
2022-05-31,1292.68,1293.92,1297.64,1280.44
2022-06-01,1299.52,1292.68,1302.25,1286.01
2022-06-02,1288.62,1299.52,1302.66,1283.32
2022-06-03,1287.98,1288.62,1292.78,1276.37
2022-06-06,1290.01,1287.98,1302.14,1281.95
2022-06-07,1291.35,1290.01,1291.35,1260.92
2022-06-08,1307.91,1291.35,1316.78,1291.35
2022-06-09,1307.80,1307.91,1312.44,1300.85
2022-06-10,1284.08,1307.80,1309.59,1284.08
2022-06-13,1227.04,1284.08,1284.08,1226.01
2022-06-14,1230.31,1227.04,1239.36,1211.13
2022-06-15,1213.93,1230.31,1235.56,1195.19
2022-06-16,1236.63,1213.93,1246.32,1213.93
2022-06-17,1217.30,1236.63,1236.63,1191.92
2022-06-20,1180.40,1218.37,1221.60,1180.40
2022-06-21,1172.47,1180.40,1189.97,1162.94
2022-06-22,1169.27,1172.47,1185.86,1162.98
2022-06-23,1188.88,1169.27,1188.88,1162.06
2022-06-24,1185.48,1188.88,1196.85,1185.48
2022-06-27,1202.82,1185.48,1203.51,1185.48
2022-06-28,1218.10,1202.82,1221.74,1198.99
2022-06-29,1218.09,1218.10,1219.58,1207.38
2022-06-30,1197.60,1218.09,1220.51,1197.60
2022-07-01,1198.90,1197.60,1202.41,1170.95
2022-07-04,1195.53,1206.47,1208.96,1192.63
2022-07-05,1181.29,1195.53,1200.99,1181.29
2022-07-06,1149.61,1181.29,1181.29,1147.63
2022-07-07,1166.48,1149.61,1166.48,1142.80
2022-07-08,1171.31,1166.48,1177.18,1164.23
2022-07-11,1155.29,1171.31,1171.31,1144.55
2022-07-12,1174.82,1155.29,1174.82,1153.55
2022-07-13,1173.92,1173.46,1182.21,1170.92
2022-07-14,1182.17,1173.92,1182.17,1170.04
2022-07-15,1179.25,1182.17,1189.66,1178.12
2022-07-18,1176.49,1179.25,1184.93,1174.70
2022-07-19,1178.33,1176.49,1180.46,1168.99
2022-07-20,1194.14,1178.33,1198.63,1178.33
2022-07-21,1198.47,1194.14,1201.91,1194.14
2022-07-22,1194.76,1198.47,1202.69,1194.76
2022-07-25,1188.50,1191.43,1198.16,1184.32
2022-07-26,1185.07,1188.50,1194.15,1184.44
2022-07-27,1191.04,1185.07,1191.04,1178.58
2022-07-28,1208.12,1191.04,1214.03,1191.04
2022-07-29,1206.33,1208.12,1217.84,1206.33
2022-08-01,1231.35,1206.33,1231.35,1206.33
2022-08-02,1241.62,1231.35,1241.91,1224.11
2022-08-03,1249.76,1241.62,1250.20,1232.41
2022-08-04,1254.15,1249.76,1257.38,1247.38
2022-08-05,1252.74,1250.25,1253.75,1245.05
2022-08-08,1256.75,1252.36,1258.84,1252.04
2022-08-09,1258.85,1256.75,1263.14,1252.84
2022-08-10,1256.50,1258.85,1260.36,1253.89
2022-08-11,1252.07,1256.50,1268.03,1245.85
2022-08-12,1262.33,1252.07,1262.33,1248.65
2022-08-15,1274.20,1262.33,1274.24,1262.33
2022-08-16,1274.69,1274.20,1275.93,1271.11
2022-08-17,1275.28,1274.69,1280.61,1271.97
2022-08-18,1273.66,1275.28,1283.15,1268.64
2022-08-19,1269.18,1273.66,1280.00,1263.45
2022-08-22,1260.43,1269.18,1270.57,1255.83
2022-08-23,1270.81,1260.43,1270.81,1253.45
2022-08-24,1277.16,1270.81,1280.36,1270.81
2022-08-25,1288.88,1277.16,1289.18,1277.16
2022-08-26,1282.57,1291.29,1295.12,1280.05
2022-08-29,1270.80,1282.57,1282.57,1249.17
2022-08-30,1279.39,1270.80,1287.65,1270.80
2022-08-31,1280.51,1279.39,1285.29,1274.99
2022-09-05,1277.35,1280.51,1285.70,1275.35
2022-09-06,1277.40,1279.58,1286.92,1277.40
2022-09-07,1243.17,1277.40,1277.40,1243.17
2022-09-08,1234.60,1243.17,1251.36,1234.60
2022-09-09,1248.78,1234.60,1248.78,1228.54
2022-09-12,1249.62,1248.78,1257.80,1248.78
2022-09-13,1248.40,1249.62,1252.35,1243.87
2022-09-14,1240.77,1248.40,1248.40,1228.51
2022-09-15,1245.66,1240.77,1250.93,1240.77
2022-09-16,1234.03,1245.66,1246.17,1230.37
2022-09-19,1205.43,1234.03,1234.03,1202.07
2022-09-20,1218.93,1212.08,1218.93,1199.71
2022-09-21,1210.55,1218.93,1218.93,1204.68
2022-09-22,1214.70,1210.55,1214.70,1196.64
2022-09-23,1203.28,1214.70,1216.59,1201.45
2022-09-26,1174.35,1203.28,1203.28,1159.12
2022-09-27,1166.54,1174.35,1180.75,1166.44
2022-09-28,1143.62,1166.54,1166.54,1142.79
2022-09-29,1126.07,1143.62,1159.49,1126.07
2022-09-30,1132.11,1126.07,1135.47,1099.44
2022-10-03,1086.44,1132.11,1132.11,1079.86
2022-10-04,1078.14,1086.44,1100.42,1069.74
2022-10-05,1104.26,1078.14,1110.21,1078.14
2022-10-06,1074.52,1104.26,1106.97,1072.57
2022-10-07,1035.91,1074.52,1074.52,1022.38
2022-10-10,1042.48,1035.91,1051.02,1012.94
2022-10-11,1006.20,1042.48,1042.48,998.64
2022-10-12,1034.81,1006.20,1039.44,1002.89
2022-10-13,1050.99,1034.81,1050.99,1025.04
2022-10-14,1061.85,1050.99,1068.12,1050.99
2022-10-17,1051.58,1061.85,1061.85,1033.59
2022-10-18,1063.66,1051.58,1071.74,1051.58
2022-10-19,1060.07,1063.66,1065.99,1052.29
2022-10-20,1058.45,1056.14,1065.28,1048.21
2022-10-21,1019.82,1058.45,1059.09,1013.69
2022-10-24,986.15,1019.82,1023.51,977.41
2022-10-25,997.70,986.15,1011.39,962.45
2022-10-26,993.36,997.70,1004.55,984.71
2022-10-27,1028.01,993.36,1028.01,990.48
2022-10-28,1027.36,1028.01,1044.57,1026.53
2022-10-31,1027.94,1028.24,1030.32,1005.00
2022-11-01,1033.75,1027.94,1043.53,1027.39
2022-11-02,1023.19,1033.75,1034.73,1018.64
2022-11-03,1019.81,1023.19,1023.95,1010.65
2022-11-04,997.15,1008.23,1009.96,974.61
2022-11-07,975.19,997.15,997.15,969.61
2022-11-08,981.65,975.19,981.86,956.97
2022-11-09,985.59,981.65,994.79,977.93
2022-11-10,947.24,975.97,976.31,935.78
2022-11-11,954.53,947.24,966.70,947.24
2022-11-14,941.04,954.53,954.53,923.53
2022-11-15,911.90,941.04,941.04,900.17
2022-11-16,942.90,911.90,945.42,873.78
2022-11-17,969.26,942.90,972.88,942.90
2022-11-18,969.33,969.26,971.77,939.73
2022-11-21,960.65,969.33,973.19,956.77
2022-11-22,952.12,960.65,985.28,948.52
2022-11-23,946.00,952.12,958.61,942.02
2022-11-24,947.71,946.00,950.03,934.31
2022-11-25,971.46,947.71,971.46,947.71
2022-11-28,1005.69,971.46,1006.22,971.46
2022-11-29,1032.16,1005.69,1032.16,998.56
2022-11-30,1048.42,1032.16,1048.42,1021.54
2022-12-01,1036.28,1048.42,1066.28,1035.62
2022-12-02,1080.01,1036.28,1080.01,1030.81
2022-12-05,1093.67,1080.01,1099.45,1080.01
2022-12-06,1048.69,1093.67,1093.67,1048.69
2022-12-07,1041.02,1048.69,1059.79,1034.92
2022-12-08,1050.53,1041.02,1078.09,1041.02
2022-12-09,1051.81,1050.53,1061.21,1041.39
2022-12-12,1032.07,1051.81,1065.16,1032.07
2022-12-13,1047.45,1032.07,1047.45,1026.30
2022-12-14,1050.43,1047.45,1062.18,1046.43
2022-12-15,1055.32,1049.16,1062.61,1049.06
2022-12-16,1052.48,1055.32,1064.79,1047.16
2022-12-19,1038.40,1052.48,1065.59,1038.40
2022-12-20,1023.13,1038.40,1038.74,1010.08
2022-12-21,1018.88,1033.34,1033.84,1005.43
2022-12-22,1022.61,1018.88,1033.18,1016.54
2022-12-23,1020.34,1022.61,1027.34,1013.20
2022-12-26,985.21,1020.34,1021.89,985.21
2022-12-27,1004.57,985.21,1007.88,983.67
2022-12-28,1015.66,1004.57,1020.52,998.97
2022-12-29,1009.29,1015.66,1021.96,1009.29
2022-12-30,1007.09,1009.29,1017.99,1007.09
2023-01-03,1043.90,1007.09,1043.90,1007.09
2023-01-04,1046.35,1043.90,1052.60,1041.56
2023-01-05,1055.82,1048.17,1058.14,1046.64
2023-01-06,1051.44,1055.82,1065.58,1047.26
2023-01-09,1054.21,1058.28,1062.12,1050.95
2023-01-10,1053.35,1054.21,1057.44,1045.75
2023-01-11,1055.76,1053.35,1065.69,1053.35
2023-01-12,1056.39,1055.76,1060.97,1050.27
2023-01-13,1060.17,1056.39,1066.39,1055.23
2023-01-16,1066.68,1060.17,1067.74,1057.87
2023-01-17,1088.29,1066.68,1088.29,1066.68
2023-01-18,1098.28,1088.29,1100.39,1088.29
2023-01-19,1108.08,1098.28,1111.72,1094.46
2023-01-27,1117.10,1108.08,1124.30,1108.08
2023-01-30,1102.57,1117.10,1118.46,1102.57
2023-01-31,1111.18,1102.57,1111.18,1088.25
2023-02-01,1075.97,1111.18,1116.96,1075.97
2023-02-02,1077.59,1075.97,1083.36,1070.81
2023-02-03,1077.15,1077.59,1081.89,1070.46
2023-02-06,1089.29,1077.15,1089.29,1067.24
2023-02-07,1065.84,1089.29,1092.12,1065.18
2023-02-08,1072.22,1065.84,1079.51,1063.50
2023-02-09,1064.03,1072.22,1075.20,1064.03
2023-02-10,1055.30,1064.03,1066.28,1054.08
2023-02-13,1043.70,1055.30,1055.30,1031.70
2023-02-14,1038.64,1043.70,1046.64,1032.76
2023-02-15,1048.20,1038.64,1051.89,1034.39
2023-02-16,1058.29,1048.20,1058.29,1047.45
2023-02-17,1059.31,1058.29,1062.25,1053.26
2023-02-20,1086.69,1059.74,1088.01,1059.56
2023-02-21,1082.23,1086.69,1095.10,1081.80
2023-02-22,1054.28,1082.23,1082.23,1054.28
2023-02-23,1053.66,1054.28,1054.48,1030.58
2023-02-24,1039.56,1053.66,1053.66,1034.66
2023-02-27,1021.25,1039.56,1039.56,1017.55
2023-02-28,1024.68,1021.25,1034.36,1018.72
2023-03-01,1040.55,1024.68,1040.55,1013.37
2023-03-02,1037.61,1039.00,1043.80,1033.07
2023-03-03,1024.77,1038.10,1041.82,1022.78
2023-03-06,1027.18,1024.77,1042.43,1024.77
2023-03-07,1037.84,1027.18,1043.92,1027.18
2023-03-08,1049.18,1037.84,1049.18,1027.80
2023-03-09,1055.95,1049.18,1060.56,1049.18
2023-03-10,1053.00,1055.95,1055.95,1046.31
2023-03-13,1052.80,1053.00,1055.58,1045.46
2023-03-14,1040.13,1052.80,1052.80,1034.72
2023-03-15,1062.19,1040.13,1062.55,1040.13
2023-03-16,1047.40,1062.19,1062.19,1043.65
2023-03-17,1045.14,1047.40,1055.42,1043.54
2023-03-20,1023.10,1045.14,1045.14,1022.71
2023-03-21,1032.43,1023.10,1036.15,1017.05
2023-03-22,1040.54,1032.43,1042.84,1032.43
2023-03-23,1045.10,1040.54,1045.10,1030.93
2023-03-24,1046.79,1045.10,1052.29,1044.02
2023-03-27,1052.25,1047.78,1053.78,1041.99
2023-03-28,1054.29,1052.25,1059.83,1051.75
2023-03-29,1056.33,1054.29,1056.33,1048.26
2023-03-30,1059.44,1056.33,1066.23,1056.33
2023-03-31,1064.64,1059.44,1067.55,1059.44
2023-04-03,1079.28,1064.64,1079.28,1064.64
2023-04-04,1078.45,1079.28,1082.21,1075.10
2023-04-05,1080.86,1078.45,1080.86,1074.10
2023-04-06,1070.91,1080.86,1084.52,1070.91
2023-04-07,1069.71,1070.91,1072.94,1063.70
2023-04-10,1065.35,1073.86,1075.54,1063.45
2023-04-11,1069.46,1065.35,1070.56,1056.90
2023-04-12,1069.45,1071.61,1072.70,1066.43
2023-04-13,1064.30,1069.45,1070.96,1062.26
2023-04-14,1052.89,1064.30,1068.79,1052.89
2023-04-17,1053.81,1052.89,1054.72,1049.11
2023-04-18,1055.02,1053.81,1057.15,1050.89
2023-04-19,1048.98,1055.02,1058.14,1047.47
2023-04-20,1049.25,1048.98,1051.86,1045.85
2023-04-21,1042.91,1049.25,1050.40,1041.26
2023-04-24,1041.36,1042.91,1047.18,1038.36
2023-04-25,1034.85,1045.87,1045.87,1032.49
2023-04-26,1040.80,1034.85,1040.80,1029.19
2023-04-27,1039.63,1040.80,1044.25,1037.62
2023-04-28,1049.12,1043.17,1049.12,1042.04
2023-05-04,1040.61,1049.12,1049.12,1038.18
2023-05-05,1040.31,1040.61,1043.22,1036.69
2023-05-08,1053.44,1040.31,1053.44,1040.31
2023-05-09,1053.77,1055.42,1058.71,1052.68
2023-05-10,1058.26,1055.62,1058.67,1053.34
2023-05-11,1057.12,1058.26,1063.69,1056.72
2023-05-12,1066.90,1057.12,1066.90,1053.97
2023-05-15,1065.71,1066.90,1076.32,1065.71
2023-05-16,1065.91,1065.71,1069.27,1063.65
2023-05-17,1060.44,1065.91,1069.95,1060.44
2023-05-18,1068.31,1060.44,1073.41,1060.44
2023-05-19,1067.07,1068.31,1070.15,1058.56
2023-05-22,1070.64,1067.07,1070.64,1065.88
2023-05-23,1065.85,1073.12,1073.96,1062.15
2023-05-24,1061.79,1065.85,1069.61,1060.60
2023-05-25,1064.63,1061.79,1065.50,1057.91
2023-05-26,1063.76,1064.63,1067.28,1063.76
2023-05-29,1074.98,1063.76,1077.18,1063.76
2023-05-30,1078.05,1074.98,1079.31,1071.01
2023-05-31,1075.17,1078.05,1079.11,1071.38
2023-06-01,1078.39,1075.17,1078.39,1071.61
2023-06-02,1090.84,1084.19,1092.24,1083.36
2023-06-05,1097.82,1090.84,1103.81,1090.84
2023-06-06,1108.31,1097.82,1108.31,1097.82
2023-06-07,1109.54,1108.31,1112.28,1104.26
2023-06-08,1101.32,1109.54,1115.14,1101.32
2023-06-09,1107.53,1101.32,1107.53,1097.23
2023-06-12,1116.02,1110.26,1116.02,1100.08
2023-06-13,1122.46,1116.02,1122.46,1116.02
2023-06-14,1117.42,1122.46,1129.49,1117.42
2023-06-15,1116.97,1117.42,1120.13,1112.11
2023-06-16,1115.22,1116.97,1128.92,1112.51
2023-06-19,1105.40,1115.22,1117.23,1104.73
2023-06-20,1111.72,1105.40,1111.72,1102.58
2023-06-21,1118.46,1112.73,1118.46,1110.65
2023-06-22,1125.30,1118.46,1127.54,1118.46
2023-06-23,1129.38,1125.30,1130.61,1122.62
2023-06-26,1132.03,1129.38,1134.00,1119.95
2023-06-27,1134.33,1132.03,1136.49,1128.82
2023-06-28,1138.35,1134.33,1140.56,1131.86
2023-06-29,1125.39,1139.42,1140.43,1125.39
2023-06-30,1120.18,1125.39,1126.33,1120.01
2023-07-03,1125.50,1120.18,1128.35,1120.18
2023-07-04,1132.00,1125.50,1132.12,1123.49
2023-07-05,1134.62,1132.00,1138.67,1132.00
2023-07-06,1126.22,1134.62,1135.81,1122.35
2023-07-07,1138.07,1126.22,1138.07,1122.94
2023-07-10,1149.02,1138.07,1149.02,1138.07
2023-07-11,1151.77,1149.02,1157.01,1149.02
2023-07-12,1154.20,1151.77,1157.43,1149.28
2023-07-13,1165.42,1154.20,1165.42,1154.20
2023-07-14,1168.40,1165.42,1169.84,1156.28
2023-07-17,1173.13,1171.75,1174.89,1168.77
2023-07-18,1174.09,1173.13,1175.70,1170.04
2023-07-19,1172.98,1174.09,1178.55,1172.98
2023-07-20,1172.81,1172.98,1174.39,1166.62
2023-07-21,1185.90,1172.81,1185.90,1172.07
2023-07-24,1190.72,1185.90,1193.22,1183.39
2023-07-25,1195.90,1190.72,1199.27,1190.72
2023-07-26,1200.84,1195.90,1200.84,1195.44
2023-07-27,1197.33,1200.84,1203.69,1191.08
2023-07-28,1207.67,1197.33,1207.67,1195.86
2023-07-31,1222.90,1207.67,1224.81,1207.67
2023-08-01,1217.56,1222.90,1234.50,1217.56
2023-08-02,1220.43,1217.56,1223.04,1213.18
2023-08-03,1210.95,1219.73,1222.35,1209.06
2023-08-04,1225.98,1210.95,1228.12,1210.95
2023-08-07,1241.42,1233.10,1241.42,1230.38
2023-08-08,1242.23,1241.42,1246.22,1239.01
2023-08-09,1233.99,1242.23,1242.23,1231.28
2023-08-10,1220.61,1233.99,1238.19,1220.61
2023-08-11,1232.21,1220.61,1232.21,1213.37
2023-08-14,1236.84,1232.21,1239.61,1229.04
2023-08-15,1234.05,1236.84,1239.42,1230.58
2023-08-16,1243.26,1234.05,1243.48,1234.05
2023-08-17,1233.48,1242.58,1243.98,1233.48
2023-08-18,1177.99,1233.48,1233.48,1177.74
2023-08-21,1179.76,1177.99,1188.16,1164.63
2023-08-22,1180.49,1179.76,1184.43,1149.13
2023-08-23,1172.56,1180.49,1193.79,1168.89
2023-08-24,1189.39,1172.56,1189.99,1171.33
2023-08-25,1183.37,1189.39,1192.59,1181.60
2023-08-28,1201.72,1183.37,1202.02,1183.37
2023-08-29,1204.43,1201.72,1208.78,1197.57
2023-08-30,1213.16,1206.10,1213.52,1203.51
2023-08-31,1224.05,1213.16,1224.84,1213.16
2023-09-05,1234.98,1224.05,1236.21,1224.05
2023-09-06,1245.50,1234.98,1245.50,1229.89
2023-09-07,1243.14,1245.50,1255.11,1240.82
2023-09-08,1241.48,1243.14,1248.10,1240.15
2023-09-11,1223.63,1241.48,1251.37,1223.33
2023-09-12,1245.44,1223.63,1245.44,1220.85
2023-09-13,1238.39,1245.44,1250.61,1232.84
2023-09-14,1223.81,1238.39,1244.21,1223.03
2023-09-15,1227.36,1223.81,1233.87,1220.27
2023-09-18,1211.81,1227.36,1227.36,1203.88
2023-09-19,1211.50,1211.81,1219.57,1199.85
2023-09-20,1226.11,1211.50,1226.11,1209.46
2023-09-21,1212.74,1226.11,1227.88,1211.65
2023-09-22,1193.05,1212.74,1212.74,1174.57
2023-09-25,1153.20,1193.05,1195.62,1153.20
2023-09-26,1137.96,1153.20,1163.52,1137.96
2023-09-27,1153.85,1137.96,1153.85,1126.36
2023-09-28,1152.43,1153.85,1155.39,1136.99
2023-09-29,1154.15,1152.43,1163.88,1152.43
2023-10-02,1155.25,1154.15,1161.48,1149.63
2023-10-03,1118.10,1155.25,1155.25,1117.28
2023-10-04,1128.67,1118.10,1133.79,1106.40
2023-10-05,1113.89,1128.67,1133.12,1113.89
2023-10-06,1128.54,1113.89,1129.13,1107.40
2023-10-09,1137.36,1128.54,1137.36,1127.03
2023-10-10,1143.69,1137.36,1150.34,1137.36
2023-10-11,1150.81,1143.69,1150.81,1138.22
2023-10-12,1151.61,1150.81,1156.73,1148.11
2023-10-13,1154.73,1151.61,1155.10,1138.99
2023-10-16,1141.42,1154.73,1157.46,1140.64
2023-10-17,1121.65,1145.34,1147.89,1121.65
2023-10-18,1103.40,1121.65,1125.27,1088.87
2023-10-19,1087.85,1103.40,1104.03,1087.85
2023-10-20,1108.03,1087.85,1108.16,1073.73
2023-10-23,1093.53,1108.03,1108.03,1086.54
2023-10-24,1105.90,1093.53,1107.30,1088.17
2023-10-25,1101.66,1105.90,1111.39,1100.64
2023-10-26,1055.45,1101.66,1101.66,1049.71
2023-10-27,1060.62,1055.45,1061.87,1037.46
2023-10-30,1042.40,1054.03,1060.39,1042.40
2023-10-31,1028.19,1042.40,1046.17,1025.03
2023-11-01,1039.66,1028.19,1039.66,1020.01
2023-11-02,1075.47,1039.66,1075.47,1039.66
2023-11-03,1076.78,1075.47,1082.23,1071.11
2023-11-06,1089.66,1076.78,1089.66,1076.78
2023-11-07,1080.29,1089.66,1089.89,1079.42
2023-11-08,1113.43,1080.29,1113.43,1075.80
2023-11-09,1113.89,1113.43,1124.78,1112.13
2023-11-10,1101.68,1113.89,1116.02,1101.23
2023-11-13,1100.07,1103.66,1107.91,1093.19
2023-11-14,1109.73,1100.07,1115.60,1100.07
2023-11-15,1122.50,1109.73,1132.75,1109.73
2023-11-16,1125.53,1122.50,1125.53,1114.97
2023-11-17,1101.19,1125.53,1129.84,1096.16
2023-11-20,1103.66,1101.19,1111.26,1085.32
2023-11-21,1110.46,1103.66,1112.77,1103.66
2023-11-22,1113.82,1110.46,1115.47,1103.26
2023-11-23,1088.49,1113.82,1118.54,1088.49
2023-11-24,1095.61,1088.49,1095.61,1073.31
2023-11-27,1088.06,1095.61,1096.84,1085.69
2023-11-28,1095.43,1088.06,1095.43,1076.45
2023-11-29,1102.80,1095.43,1105.28,1095.43
2023-11-30,1094.13,1101.75,1107.45,1094.13
2023-12-01,1102.16,1094.13,1102.20,1090.08
2023-12-04,1120.49,1102.16,1123.96,1102.16
2023-12-05,1115.97,1120.49,1124.11,1113.55
2023-12-06,1126.43,1115.97,1126.43,1115.97
2023-12-07,1121.49,1126.43,1129.83,1109.51
2023-12-08,1124.44,1121.49,1127.46,1119.43
2023-12-11,1125.50,1124.44,1129.15,1120.32
2023-12-12,1127.63,1125.50,1129.77,1123.35
2023-12-13,1114.20,1127.63,1131.21,1112.08
2023-12-14,1110.13,1114.20,1120.36,1107.86
2023-12-15,1102.30,1110.13,1112.79,1102.30
2023-12-18,1091.88,1102.30,1103.74,1091.45
2023-12-19,1096.30,1091.88,1096.30,1082.29
2023-12-20,1100.76,1096.30,1102.27,1093.38
2023-12-21,1102.43,1100.76,1102.43,1094.47
2023-12-22,1103.06,1102.43,1104.65,1099.32
2023-12-25,1117.66,1103.06,1118.31,1103.06
2023-12-26,1122.25,1117.66,1123.11,1117.66
2023-12-27,1121.99,1122.25,1126.47,1121.99
2023-12-28,1128.93,1121.99,1130.58,1120.50
2023-12-29,1129.93,1128.93,1135.05,1128.93
